year,country,state,month,number,date
2007,Brazil,Paraiba,May,0,1/1/2007
2015,Brazil,Minas Gerais,Apr,109,1/1/2015
2004,Brazil,Santa Catarina,Oct,704,1/1/2004
2011,Brazil,Paraiba,Nov,138,1/1/2011
2005,Brazil,Tocantins,Jan,66,1/1/2005
2002,Brazil,Goias,Jul,686,1/1/2002
2002,Brazil,Rio,Jun,13,1/1/2002
2005,Brazil,Acre,Jun,27,1/1/2005
2016,Brazil,Distrito Federal,Sep,58,1/1/2016
1999,Brazil,Bahia,Mar,83,1/1/1999
2006,Brazil,Mato Grosso,Jan,59,1/1/2006
2001,Brazil,Sao Paulo,Feb,25,1/1/2001
2000,Brazil,Distrito Federal,Aug,9,1/1/2000
2004,Brazil,Para,Nov,9842,1/1/2004
2010,Brazil,Maranhao,Feb,93,1/1/2010
2011,Brazil,Roraima,Nov,121,1/1/2011
2011,Brazil,Ceara,Oct,415,1/1/2011
2012,Brazil,Piau,Jan,80,1/1/2012
2012,Brazil,Rio,Aug,72,1/1/2012
2010,Brazil,Paraiba,Apr,71,1/1/2010
2007,Brazil,Mato Grosso,Sep,4446,1/1/2007
1999,Brazil,Ceara,Jul,83,1/1/1999
2011,Brazil,Amapa,Jan,0,1/1/2011
2016,Brazil,Rondonia,Feb,88,1/1/2016
2010,Brazil,Paraiba,Jan,46,1/1/2010
1998,Brazil,Bahia,Dez,82,1/1/1998
2015,Brazil,Tocantins,Jul,1217,1/1/2015
2010,Brazil,Maranhao,Nov,4005,1/1/2010
2009,Brazil,Mato Grosso,Feb,164,1/1/2009
2015,Brazil,Paraiba,Apr,83,1/1/2015
2002,Brazil,Mato Grosso,Jun,7878,1/1/2002
2008,Brazil,Bahia,Sep,4837,1/1/2008
2014,Brazil,Piau,Apr,63,1/1/2014
2011,Brazil,Tocantins,Apr,106,1/1/2011
2010,Brazil,Bahia,Oct,5264,1/1/2010
2001,Brazil,Minas Gerais,Oct,528,1/1/2001
2010,Brazil,Rio,Sep,50,1/1/2010
2012,Brazil,Rio,Feb,13,1/1/2012
1999,Brazil,Para,Oct,5026,1/1/1999
2001,Brazil,Bahia,Dez,158,1/1/2001
2007,Brazil,Pernambuco,Jan,156,1/1/2007
2006,Brazil,Paraiba,Jan,83,1/1/2006
2006,Brazil,Amapa,Jun,0,1/1/2006
2007,Brazil,Maranhao,Apr,5,1/1/2007
2009,Brazil,Santa Catarina,Feb,7,1/1/2009
2011,Brazil,Rio,Feb,5,1/1/2011
1998,Brazil,Maranhao,Sep,3935,1/1/1998
2000,Brazil,Mato Grosso,Sep,510,1/1/2000
2009,Brazil,Piau,Apr,8,1/1/2009
2011,Brazil,Sergipe,Sep,0,1/1/2011
1999,Brazil,Maranhao,Feb,6,1/1/1999
2007,Brazil,Distrito Federal,Aug,137,1/1/2007
2011,Brazil,Rio,May,17,1/1/2011
2009,Brazil,Ceara,Jul,7,1/1/2009
2017,Brazil,Sergipe,Jul,0,1/1/2017
2016,Brazil,Rio,Oct,30,1/1/2016
2005,Brazil,Para,Dez,1495,1/1/2005
1999,Brazil,Piau,May,8,1/1/1999
1999,Brazil,Para,Sep,4419,1/1/1999
2004,Brazil,Sao Paulo,Feb,41,1/1/2004
2006,Brazil,Paraiba,Oct,327,1/1/2006
2002,Brazil,Pernambuco,Jan,10,1/1/2002
2001,Brazil,Pernambuco,Dez,62,1/1/2001
2016,Brazil,Espirito Santo,Mar,107,1/1/2016
2006,Brazil,Acre,Sep,237,1/1/2006
2006,Brazil,Alagoas,Jul,0,1/1/2006
2007,Brazil,Paraiba,May,14,1/1/2007
2009,Brazil,Mato Grosso,Dez,171,1/1/2009
2000,Brazil,Rio,Apr,2,1/1/2000
2008,Brazil,Maranhao,Dez,1101,1/1/2008
2015,Brazil,Sergipe,Jan,44,1/1/2015
2009,Brazil,Tocantins,Dez,46,1/1/2009
2001,Brazil,Rondonia,Oct,796,1/1/2001
2010,Brazil,Distrito Federal,Jan,2,1/1/2010
2005,Brazil,Alagoas,Jul,0,1/1/2005
2010,Brazil,Tocantins,Nov,283,1/1/2010
2010,Brazil,Rondonia,May,41,1/1/2010
2012,Brazil,Santa Catarina,May,60,1/1/2012
2010,Brazil,Sao Paulo,Mar,111,1/1/2010
2017,Brazil,Paraiba,Aug,3,1/1/2017
2004,Brazil,Paraiba,Oct,190,1/1/2004
2017,Brazil,Roraima,Sep,43,1/1/2017
2000,Brazil,Tocantins,Jul,500,1/1/2000
2009,Brazil,Rondonia,Jun,13,1/1/2009
2013,Brazil,Tocantins,Dez,85,1/1/2013
2013,Brazil,Goias,Feb,86,1/1/2013
2016,Brazil,Paraiba,Oct,304,1/1/2016
2013,Brazil,Paraiba,Apr,6,1/1/2013
2010,Brazil,Paraiba,May,39,1/1/2010
2010,Brazil,Ceara,Jul,44,1/1/2010
2000,Brazil,Rio,Jul,5,1/1/2000
2017,Brazil,Rio,Jun,3,1/1/2017
2013,Brazil,Alagoas,Aug,0,1/1/2013
2006,Brazil,Espirito Santo,Aug,29,1/1/2006
2001,Brazil,Paraiba,May,4,1/1/2001
2010,Brazil,Roraima,Jan,351,1/1/2010
2015,Brazil,Piau,Aug,2057,1/1/2015
2004,Brazil,Rio,Apr,3,1/1/2004
2000,Brazil,Mato Grosso,Feb,35,1/1/2000
2012,Brazil,Amazonas,Aug,3011,1/1/2012
2014,Brazil,Paraiba,Aug,30,1/1/2014
2008,Brazil,Paraiba,Mar,8,1/1/2008
1998,Brazil,Para,Jul,638,1/1/1998
2017,Brazil,Tocantins,Jan,61,1/1/2017
2017,Brazil,Roraima,Jan,108,1/1/2017
2010,Brazil,Mato Grosso,Oct,597,1/1/2010
2000,Brazil,Ceara,Aug,79,1/1/2000
2012,Brazil,Rio,Feb,39,1/1/2012
2003,Brazil,Sergipe,Apr,48,1/1/2003
2006,Brazil,Acre,Oct,316,1/1/2006
1999,Brazil,Mato Grosso,Apr,76,1/1/1999
2008,Brazil,Rondonia,Jan,4,1/1/2008
2013,Brazil,Goias,Jul,350,1/1/2013
2016,Brazil,Santa Catarina,Apr,36,1/1/2016
2003,Brazil,Amapa,Aug,14,1/1/2003
1998,Brazil,Piau,Nov,424,1/1/1998
2005,Brazil,Pernambuco,Jul,1,1/1/2005
2011,Brazil,Para,Dez,3218,1/1/2011
2008,Brazil,Espirito Santo,Dez,1,1/1/2008
2006,Brazil,Paraiba,Oct,135,1/1/2006
2014,Brazil,Mato Grosso,Oct,5281,1/1/2014
2013,Brazil,Amazonas,Nov,220,1/1/2013
2004,Brazil,Acre,Oct,461,1/1/2004
2009,Brazil,Rondonia,Oct,1444,1/1/2009
1999,Brazil,Acre,Sep,209,1/1/1999
2016,Brazil,Sao Paulo,May,139,1/1/2016
2006,Brazil,Rio,Jul,54,1/1/2006
2005,Brazil,Maranhao,Aug,2239,1/1/2005
2006,Brazil,Rio,May,0,1/1/2006
2001,Brazil,Rondonia,Sep,1927,1/1/2001
2005,Brazil,Tocantins,Jun,669,1/1/2005
2004,Brazil,Tocantins,Nov,424,1/1/2004
2004,Brazil,Distrito Federal,May,9,1/1/2004
2014,Brazil,Espirito Santo,Aug,47,1/1/2014
2012,Brazil,Roraima,Jun,22,1/1/2012
2001,Brazil,Rio,May,56,1/1/2001
2013,Brazil,Alagoas,Dez,42,1/1/2013
2012,Brazil,Rio,Aug,23,1/1/2012
2011,Brazil,Alagoas,Jan,41,1/1/2011
2012,Brazil,Alagoas,May,21,1/1/2012
2016,Brazil,Paraiba,Mar,63,1/1/2016
2011,Brazil,Maranhao,Mar,22,1/1/2011
2014,Brazil,Minas Gerais,Feb,157,1/1/2014
2000,Brazil,Minas Gerais,Nov,43,1/1/2000
2011,Brazil,Paraiba,Mar,21,1/1/2011
2005,Brazil,Amazonas,Apr,5,1/1/2005
2006,Brazil,Espirito Santo,Dez,0,1/1/2006
1999,Brazil,Distrito Federal,Aug,16,1/1/1999
2001,Brazil,Piau,Jul,337,1/1/2001
1998,Brazil,Sao Paulo,Jul,596,1/1/1998
2004,Brazil,Paraiba,Nov,331,1/1/2004
2005,Brazil,Bahia,Feb,143,1/1/2005
2008,Brazil,Paraiba,Mar,43,1/1/2008
2016,Brazil,Goias,May,233,1/1/2016
2013,Brazil,Roraima,Jul,4,1/1/2013
2000,Brazil,Rio,Aug,34,1/1/2000
1999,Brazil,Alagoas,Oct,4,1/1/1999
2005,Brazil,Rio,Apr,2,1/1/2005
2015,Brazil,Pernambuco,Sep,116,1/1/2015
2012,Brazil,Minas Gerais,Jan,75,1/1/2012
1999,Brazil,Alagoas,May,1,1/1/1999
2001,Brazil,Paraiba,Sep,258,1/1/2001
2008,Brazil,Minas Gerais,Mar,61,1/1/2008
2002,Brazil,Rio,Oct,313,1/1/2002
2017,Brazil,Rio,Oct,85,1/1/2017
2001,Brazil,Rio,Aug,36,1/1/2001
2012,Brazil,Rio,Nov,13,1/1/2012
2015,Brazil,Ceara,Aug,127,1/1/2015
2011,Brazil,Alagoas,Dez,50,1/1/2011
2015,Brazil,Rio,Mar,3,1/1/2015
2001,Brazil,Acre,Feb,0,1/1/2001
2002,Brazil,Sergipe,Jan,1,1/1/2002
2002,Brazil,Goias,Jun,302,1/1/2002
1998,Brazil,Rio,Sep,44,1/1/1998
2002,Brazil,Bahia,Sep,6439,1/1/2002
2008,Brazil,Rondonia,Apr,8,1/1/2008
2015,Brazil,Espirito Santo,Jul,30,1/1/2015
2003,Brazil,Santa Catarina,Aug,1513,1/1/2003
2004,Brazil,Ceara,Feb,5,1/1/2004
2006,Brazil,Rio,Apr,59,1/1/2006
2000,Brazil,Sao Paulo,Sep,582,1/1/2000
2003,Brazil,Sergipe,Nov,2,1/1/2003
1998,Brazil,Amapa,Mar,0,1/1/1998
2003,Brazil,Alagoas,May,1,1/1/2003
2000,Brazil,Espirito Santo,Mar,1,1/1/2000
2002,Brazil,Amapa,Apr,0,1/1/2002
2010,Brazil,Rio,Jul,55,1/1/2010
2010,Brazil,Maranhao,Jan,319,1/1/2010
1999,Brazil,Minas Gerais,May,51,1/1/1999
2002,Brazil,Rio,May,4,1/1/2002
2015,Brazil,Acre,Apr,3,1/1/2015
2001,Brazil,Rio,Sep,2,1/1/2001
2009,Brazil,Rio,Aug,1057,1/1/2009
1998,Brazil,Para,Dez,1008,1/1/1998
2016,Brazil,Sergipe,Mar,26,1/1/2016
2002,Brazil,Pernambuco,Dez,259,1/1/2002
1999,Brazil,Alagoas,Nov,15,1/1/1999
2007,Brazil,Rondonia,May,4,1/1/2007
2016,Brazil,Rio,May,37,1/1/2016
2010,Brazil,Goias,Apr,105,1/1/2010
2006,Brazil,Tocantins,Nov,108,1/1/2006
2012,Brazil,Goias,Aug,912,1/1/2012
2000,Brazil,Mato Grosso,Apr,90,1/1/2000
2011,Brazil,Para,Feb,13,1/1/2011
2015,Brazil,Mato Grosso,Sep,11068,1/1/2015
2014,Brazil,Bahia,Feb,107,1/1/2014
2012,Brazil,Mato Grosso,May,812,1/1/2012
2010,Brazil,Rio,Apr,10,1/1/2010
2013,Brazil,Rio,Apr,9,1/1/2013
2006,Brazil,Maranhao,Sep,2907,1/1/2006
2015,Brazil,Rondonia,Sep,6129,1/1/2015
2010,Brazil,Tocantins,Feb,32,1/1/2010
2009,Brazil,Alagoas,Mar,31,1/1/2009
2004,Brazil,Rio,Feb,5,1/1/2004
2003,Brazil,Pernambuco,Jul,5,1/1/2003
2006,Brazil,Maranhao,Oct,3024,1/1/2006
2016,Brazil,Distrito Federal,Feb,2,1/1/2016
2009,Brazil,Bahia,Mar,249,1/1/2009
2002,Brazil,Sergipe,Apr,12,1/1/2002
2007,Brazil,Goias,May,94,1/1/2007
2003,Brazil,Alagoas,Oct,10,1/1/2003
2013,Brazil,Mato Grosso,Jan,269,1/1/2013
1999,Brazil,Sergipe,Mar,18,1/1/1999
1998,Brazil,Rondonia,Nov,3,1/1/1998
2010,Brazil,Pernambuco,Apr,2,1/1/2010
2007,Brazil,Paraiba,Nov,59,1/1/2007
2000,Brazil,Espirito Santo,Aug,26,1/1/2000
1999,Brazil,Amapa,Aug,0,1/1/1999
2003,Brazil,Amapa,Nov,750,1/1/2003
2015,Brazil,Pernambuco,May,17,1/1/2015
2010,Brazil,Mato Grosso,Mar,605,1/1/2010
2009,Brazil,Paraiba,Jan,35,1/1/2009
2011,Brazil,Distrito Federal,Apr,1,1/1/2011
2017,Brazil,Minas Gerais,Jun,360,1/1/2017
2012,Brazil,Maranhao,Jan,326,1/1/2012
2011,Brazil,Rio,Aug,116,1/1/2011
1998,Brazil,Ceara,Apr,0,1/1/1998
2010,Brazil,Distrito Federal,Feb,4,1/1/2010
2014,Brazil,Maranhao,Jun,812,1/1/2014
2008,Brazil,Amazonas,Feb,32,1/1/2008
2009,Brazil,Paraiba,Jan,115,1/1/2009
2006,Brazil,Rondonia,Jun,40,1/1/2006
2004,Brazil,Bahia,Aug,143,1/1/2004
2002,Brazil,Amapa,Oct,557,1/1/2002
2009,Brazil,Roraima,Feb,153,1/1/2009
2008,Brazil,Bahia,Nov,3175,1/1/2008
2004,Brazil,Rio,Mar,1,1/1/2004
2006,Brazil,Alagoas,Sep,4,1/1/2006
2001,Brazil,Para,Apr,0,1/1/2001
2017,Brazil,Amapa,Mar,0,1/1/2017
2001,Brazil,Minas Gerais,May,83,1/1/2001
2002,Brazil,Mato Grosso,Apr,641,1/1/2002
1999,Brazil,Mato Grosso,May,206,1/1/1999
2015,Brazil,Maranhao,Oct,6746,1/1/2015
2015,Brazil,Rio,Jul,3,1/1/2015
2005,Brazil,Acre,Jan,12,1/1/2005
2014,Brazil,Rio,Mar,58,1/1/2014
2000,Brazil,Alagoas,Oct,13,1/1/2000
2007,Brazil,Rio,Jun,0,1/1/2007
2001,Brazil,Maranhao,Sep,4618,1/1/2001
2000,Brazil,Amapa,Jan,2,1/1/2000
2001,Brazil,Acre,Jul,3,1/1/2001
2013,Brazil,Rio,Jul,42,1/1/2013
2012,Brazil,Paraiba,Aug,522,1/1/2012
2000,Brazil,Bahia,Nov,114,1/1/2000
2011,Brazil,Piau,Jun,462,1/1/2011
2011,Brazil,Para,Jun,105,1/1/2011
2010,Brazil,Rio,May,9,1/1/2010
1999,Brazil,Mato Grosso,Aug,18566,1/1/1999
2010,Brazil,Maranhao,Jul,2323,1/1/2010
2016,Brazil,Mato Grosso,Oct,12,1/1/2016
2003,Brazil,Amazonas,Aug,1867,1/1/2003
2011,Brazil,Roraima,May,4,1/1/2011
1999,Brazil,Rondonia,Jun,10,1/1/1999
2000,Brazil,Rio,Oct,28,1/1/2000
2012,Brazil,Tocantins,Jun,922,1/1/2012
2012,Brazil,Alagoas,Feb,41,1/1/2012
2017,Brazil,Mato Grosso,Oct,48,1/1/2017
2015,Brazil,Amapa,Dez,269,1/1/2015
2008,Brazil,Tocantins,Nov,104,1/1/2008
1998,Brazil,Alagoas,May,0,1/1/1998
2004,Brazil,Sergipe,Oct,3,1/1/2004
2000,Brazil,Santa Catarina,Oct,55,1/1/2000
2014,Brazil,Pernambuco,Dez,101,1/1/2014
2011,Brazil,Acre,Jun,10,1/1/2011
2013,Brazil,Alagoas,Mar,31,1/1/2013
2003,Brazil,Espirito Santo,Mar,28,1/1/2003
2009,Brazil,Ceara,Nov,1653,1/1/2009
2006,Brazil,Ceara,Aug,50,1/1/2006
2007,Brazil,Maranhao,Oct,4772,1/1/2007
2004,Brazil,Amapa,May,0,1/1/2004
2017,Brazil,Rio,Jun,68,1/1/2017
2007,Brazil,Sao Paulo,Apr,44,1/1/2007
2017,Brazil,Acre,Jul,457,1/1/2017
2000,Brazil,Minas Gerais,Feb,20,1/1/2000
2015,Brazil,Ceara,Jul,25,1/1/2015
1999,Brazil,Mato Grosso,Oct,2053,1/1/1999
2011,Brazil,Mato Grosso,Jan,171,1/1/2011
2017,Brazil,Mato Grosso,Mar,719,1/1/2017
2006,Brazil,Acre,Aug,839,1/1/2006
2001,Brazil,Minas Gerais,Aug,858,1/1/2001
2016,Brazil,Tocantins,Oct,2032,1/1/2016
2006,Brazil,Pernambuco,Jun,0,1/1/2006
2011,Brazil,Rio,Mar,3,1/1/2011
2005,Brazil,Roraima,Apr,22,1/1/2005
2004,Brazil,Roraima,Feb,259,1/1/2004
2015,Brazil,Rio,May,21,1/1/2015
2010,Brazil,Roraima,Oct,64,1/1/2010
2004,Brazil,Amapa,Jan,38,1/1/2004
1999,Brazil,Roraima,Apr,16,1/1/1999
2009,Brazil,Piau,Jan,79,1/1/2009
2001,Brazil,Mato Grosso,Mar,39,1/1/2001
2012,Brazil,Rio,Sep,113,1/1/2012
2009,Brazil,Pernambuco,Jun,1,1/1/2009
2006,Brazil,Sergipe,Oct,3,1/1/2006
2008,Brazil,Rondonia,May,1,1/1/2008
2005,Brazil,Alagoas,Aug,2,1/1/2005
2005,Brazil,Piau,Mar,13,1/1/2005
2009,Brazil,Para,Nov,10012,1/1/2009
2011,Brazil,Amapa,Nov,282,1/1/2011
2014,Brazil,Ceara,Sep,155,1/1/2014
2013,Brazil,Bahia,Feb,231,1/1/2013
2016,Brazil,Amapa,Sep,142,1/1/2016
2017,Brazil,Para,Sep,25004,1/1/2017
2002,Brazil,Bahia,Aug,1827,1/1/2002
2000,Brazil,Para,Aug,5484,1/1/2000
2010,Brazil,Amapa,Jan,2,1/1/2010
2013,Brazil,Ceara,Sep,177,1/1/2013
2013,Brazil,Piau,Nov,640,1/1/2013
2010,Brazil,Piau,Jul,1696,1/1/2010
2015,Brazil,Minas Gerais,Jan,147,1/1/2015
2017,Brazil,Rio,Feb,10,1/1/2017
2000,Brazil,Rio,Feb,7,1/1/2000
2016,Brazil,Para,Dez,33,1/1/2016
2001,Brazil,Piau,Nov,1484,1/1/2001
2001,Brazil,Roraima,Feb,646,1/1/2001
2012,Brazil,Espirito Santo,Aug,12,1/1/2012
2017,Brazil,Maranhao,Feb,47,1/1/2017
2014,Brazil,Espirito Santo,May,18,1/1/2014
2010,Brazil,Ceara,May,2,1/1/2010
2005,Brazil,Rondonia,Apr,7,1/1/2005
1999,Brazil,Pernambuco,Apr,2,1/1/1999
2009,Brazil,Roraima,Apr,115,1/1/2009
2009,Brazil,Maranhao,Mar,33,1/1/2009
2000,Brazil,Maranhao,Feb,11,1/1/2000
2016,Brazil,Mato Grosso,Feb,187,1/1/2016
2003,Brazil,Roraima,Jan,547,1/1/2003
2006,Brazil,Amapa,Jul,0,1/1/2006
1998,Brazil,Mato Grosso,May,0,1/1/1998
2013,Brazil,Piau,Feb,68,1/1/2013
1998,Brazil,Roraima,Jul,1,1/1/1998
2009,Brazil,Tocantins,Nov,251,1/1/2009
2005,Brazil,Goias,Mar,36,1/1/2005
2008,Brazil,Minas Gerais,Jul,194,1/1/2008
2011,Brazil,Paraiba,Sep,913,1/1/2011
2013,Brazil,Distrito Federal,Dez,2,1/1/2013
1998,Brazil,Acre,Jul,37,1/1/1998
2005,Brazil,Rio,Jan,152,1/1/2005
2011,Brazil,Goias,Nov,59,1/1/2011
2010,Brazil,Piau,May,231,1/1/2010
2000,Brazil,Paraiba,Feb,67,1/1/2000
2002,Brazil,Santa Catarina,Nov,348,1/1/2002
2015,Brazil,Para,Dez,661,1/1/2015
1999,Brazil,Para,Jul,982,1/1/1999
2002,Brazil,Amapa,Aug,18,1/1/2002
2014,Brazil,Paraiba,Jan,75,1/1/2014
2003,Brazil,Espirito Santo,May,1,1/1/2003
2000,Brazil,Bahia,Jun,178,1/1/2000
2008,Brazil,Maranhao,Mar,4,1/1/2008
2013,Brazil,Amapa,Dez,148,1/1/2013
2011,Brazil,Paraiba,Nov,359,1/1/2011
2001,Brazil,Ceara,Jan,11,1/1/2001
2010,Brazil,Roraima,Mar,417,1/1/2010
1999,Brazil,Ceara,Apr,6,1/1/1999
2013,Brazil,Minas Gerais,Jun,144,1/1/2013
2012,Brazil,Sergipe,Jul,1,1/1/2012
2000,Brazil,Mato Grosso,Nov,274,1/1/2000
1999,Brazil,Sergipe,Jun,0,1/1/1999
2016,Brazil,Goias,Dez,0,1/1/2016
2000,Brazil,Bahia,Aug,633,1/1/2000
2009,Brazil,Alagoas,Jan,104,1/1/2009
2014,Brazil,Goias,Apr,138,1/1/2014
2009,Brazil,Amazonas,Aug,1321,1/1/2009
2011,Brazil,Espirito Santo,Feb,42,1/1/2011
2004,Brazil,Piau,Sep,2662,1/1/2004
1998,Brazil,Acre,May,0,1/1/1998
2005,Brazil,Minas Gerais,Oct,6546,1/1/2005
2014,Brazil,Paraiba,Oct,411,1/1/2014
2003,Brazil,Sao Paulo,Aug,934,1/1/2003
2002,Brazil,Bahia,Oct,5414,1/1/2002
2012,Brazil,Rondonia,Feb,9,1/1/2012
1999,Brazil,Maranhao,May,3,1/1/1999
2002,Brazil,Paraiba,Apr,84,1/1/2002
2017,Brazil,Rio,Aug,21,1/1/2017
2009,Brazil,Mato Grosso,Jan,229,1/1/2009
2017,Brazil,Espirito Santo,Jul,3,1/1/2017
2005,Brazil,Piau,Sep,3136,1/1/2005
2004,Brazil,Rio,Aug,74,1/1/2004
2013,Brazil,Santa Catarina,Jan,18,1/1/2013
2004,Brazil,Rondonia,Oct,3094,1/1/2004
2011,Brazil,Amazonas,Sep,1295,1/1/2011
2006,Brazil,Pernambuco,Jul,1,1/1/2006
2000,Brazil,Minas Gerais,Sep,108,1/1/2000
2010,Brazil,Bahia,Dez,226,1/1/2010
2007,Brazil,Amazonas,Jan,37,1/1/2007
2012,Brazil,Mato Grosso,Mar,169,1/1/2012
2003,Brazil,Paraiba,Sep,2446,1/1/2003
2000,Brazil,Tocantins,May,69,1/1/2000
2001,Brazil,Santa Catarina,Jun,1,1/1/2001
2005,Brazil,Ceara,Aug,51,1/1/2005
2009,Brazil,Rondonia,Jan,17,1/1/2009
2017,Brazil,Amazonas,Mar,45,1/1/2017
2004,Brazil,Ceara,Dez,3158,1/1/2004
2004,Brazil,Para,Mar,22,1/1/2004
2010,Brazil,Para,Jun,94,1/1/2010
1999,Brazil,Pernambuco,May,6,1/1/1999
2009,Brazil,Bahia,Jun,92,1/1/2009
2014,Brazil,Rondonia,Jan,12,1/1/2014
2013,Brazil,Santa Catarina,Jun,31,1/1/2013
2007,Brazil,Rio,Apr,9,1/1/2007
2001,Brazil,Rio,Apr,10,1/1/2001
2005,Brazil,Minas Gerais,Sep,2047,1/1/2005
1998,Brazil,Paraiba,Jan,0,1/1/1998
2006,Brazil,Alagoas,Apr,2,1/1/2006
1999,Brazil,Pernambuco,Nov,41,1/1/1999
2007,Brazil,Acre,Feb,5,1/1/2007
1999,Brazil,Bahia,Sep,1275,1/1/1999
2002,Brazil,Amazonas,Sep,928,1/1/2002
2013,Brazil,Sao Paulo,Apr,103,1/1/2013
2014,Brazil,Piau,Mar,88,1/1/2014
2002,Brazil,Sergipe,Oct,20,1/1/2002
2001,Brazil,Roraima,Nov,76,1/1/2001
2011,Brazil,Goias,Feb,45,1/1/2011
2006,Brazil,Santa Catarina,Sep,530,1/1/2006
2007,Brazil,Espirito Santo,Feb,3,1/1/2007
2005,Brazil,Piau,Dez,486,1/1/2005
2004,Brazil,Goias,Dez,0,1/1/2004
2016,Brazil,Rio,Apr,45,1/1/2016
2000,Brazil,Minas Gerais,Jul,345,1/1/2000
2002,Brazil,Para,Jun,149,1/1/2002
2010,Brazil,Alagoas,Jun,0,1/1/2010
2009,Brazil,Amazonas,Jun,13,1/1/2009
1999,Brazil,Espirito Santo,Feb,10,1/1/1999
2012,Brazil,Sao Paulo,Nov,50,1/1/2012
2011,Brazil,Mato Grosso,Apr,345,1/1/2011
2012,Brazil,Paraiba,Oct,145,1/1/2012
2013,Brazil,Sao Paulo,Jan,36,1/1/2013
2004,Brazil,Pernambuco,Mar,6,1/1/2004
2001,Brazil,Amapa,Feb,0,1/1/2001
2010,Brazil,Sergipe,Aug,0,1/1/2010
2003,Brazil,Ceara,Mar,3,1/1/2003
2001,Brazil,Rio,Jul,25,1/1/2001
2002,Brazil,Acre,Oct,687,1/1/2002
2002,Brazil,Rio,Aug,184,1/1/2002
2005,Brazil,Paraiba,Aug,0,1/1/2005
2002,Brazil,Sergipe,Sep,0,1/1/2002
2016,Brazil,Paraiba,Apr,1,1/1/2016
2004,Brazil,Ceara,Sep,144,1/1/2004
2008,Brazil,Pernambuco,Dez,203,1/1/2008
2005,Brazil,Maranhao,Jul,1152,1/1/2005
2002,Brazil,Rio,May,6,1/1/2002
2015,Brazil,Acre,Mar,2,1/1/2015
2003,Brazil,Rio,Apr,11,1/1/2003
2003,Brazil,Amazonas,Oct,725,1/1/2003
1998,Brazil,Piau,Jun,46,1/1/1998
2002,Brazil,Paraiba,Oct,193,1/1/2002
2000,Brazil,Pernambuco,Sep,130,1/1/2000
2005,Brazil,Goias,Feb,84,1/1/2005
1998,Brazil,Espirito Santo,Jan,0,1/1/1998
2010,Brazil,Piau,Apr,56,1/1/2010
2008,Brazil,Mato Grosso,Feb,78,1/1/2008
2016,Brazil,Goias,Oct,522,1/1/2016
2012,Brazil,Para,Oct,3714,1/1/2012
2014,Brazil,Sao Paulo,Nov,56,1/1/2014
2012,Brazil,Alagoas,Jul,0,1/1/2012
2016,Brazil,Para,Mar,81,1/1/2016
2002,Brazil,Rio,Jun,1,1/1/2002
2016,Brazil,Minas Gerais,Mar,123,1/1/2016
2005,Brazil,Piau,Jul,445,1/1/2005
2014,Brazil,Mato Grosso,Mar,95,1/1/2014
2016,Brazil,Bahia,Oct,1415,1/1/2016
2014,Brazil,Rio,May,20,1/1/2014
2003,Brazil,Para,Dez,4787,1/1/2003
2012,Brazil,Bahia,Apr,396,1/1/2012
2003,Brazil,Roraima,Oct,14,1/1/2003
2007,Brazil,Paraiba,Jul,1,1/1/2007
2003,Brazil,Tocantins,Nov,146,1/1/2003
2017,Brazil,Amazonas,Nov,552,1/1/2017
2009,Brazil,Paraiba,Nov,90,1/1/2009
1999,Brazil,Ceara,Jun,16,1/1/1999
2015,Brazil,Sao Paulo,Nov,21,1/1/2015
2011,Brazil,Acre,Jul,93,1/1/2011
2005,Brazil,Sao Paulo,Apr,62,1/1/2005
2004,Brazil,Rio,Jul,23,1/1/2004
2010,Brazil,Sergipe,Sep,0,1/1/2010
2006,Brazil,Sergipe,Sep,0,1/1/2006
1998,Brazil,Roraima,Sep,2,1/1/1998
2015,Brazil,Amazonas,Mar,46,1/1/2015
2005,Brazil,Paraiba,Mar,13,1/1/2005
1998,Brazil,Rio,Apr,0,1/1/1998
2013,Brazil,Tocantins,Nov,345,1/1/2013
2012,Brazil,Tocantins,May,467,1/1/2012
2008,Brazil,Tocantins,Aug,845,1/1/2008
2000,Brazil,Paraiba,Oct,658,1/1/2000
2007,Brazil,Rio,Apr,1,1/1/2007
2009,Brazil,Goias,Dez,0,1/1/2009
2003,Brazil,Tocantins,Sep,4637,1/1/2003
2007,Brazil,Santa Catarina,Feb,14,1/1/2007
2001,Brazil,Maranhao,Mar,0,1/1/2001
2005,Brazil,Rio,Jan,153,1/1/2005
1998,Brazil,Pernambuco,Sep,177,1/1/1998
2015,Brazil,Sao Paulo,Jun,147,1/1/2015
2000,Brazil,Roraima,Nov,32,1/1/2000
2015,Brazil,Alagoas,Nov,162,1/1/2015
2003,Brazil,Amazonas,Sep,1401,1/1/2003
2013,Brazil,Goias,May,150,1/1/2013
2015,Brazil,Rio,Mar,23,1/1/2015
2011,Brazil,Pernambuco,Feb,25,1/1/2011
2005,Brazil,Mato Grosso,Mar,158,1/1/2005
2010,Brazil,Rio,Nov,23,1/1/2010
2014,Brazil,Minas Gerais,May,224,1/1/2014
2000,Brazil,Sergipe,Jan,1,1/1/2000
2007,Brazil,Espirito Santo,Jul,13,1/1/2007
2011,Brazil,Pernambuco,Jan,49,1/1/2011
2003,Brazil,Para,Nov,6195,1/1/2003
